Region,Site,Longitude,Latitude,SiteType,Year,Survey_Date,Season,DFOArea,Species,Inferred,NonPup,Pup,Swimmers,Total
Northern BC,Watch Rock,-128.10133,51.38297,W,2016,2016-10-27,fall,DFO Area 110,California,N,0,NA,0,0
Northern BC,Watch Rock,-128.10133,51.38297,W,2017,2017-02-01,winter,DFO Area 110,California,N,0,NA,0,0
Northern BC,Zayas Island,-131.10107,54.59334,W,1976,1976-12-15,winter,DFO Area 03,California,N,0,NA,0,0
Northern BC,Zayas Island,-131.10107,54.59334,W,2010,2010-01-23,winter,DFO Area 03,California,N,0,NA,0,0
Northern BC,Zayas Island,-131.10107,54.59334,W,2012,2012-10-20,fall,DFO Area 03,California,N,0,NA,0,0
Northern BC,Zayas Island,-131.10107,54.59334,W,2016,2016-10-27,fall,DFO Area 03,California,N,0,NA,0,0
Northern BC,Zayas Island,-131.10107,54.59334,W,2017,2017-02-01,winter,DFO Area 03,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,1984,1984-02-16,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2010,2010-01-22,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2012,2012-10-19,fall,DFO Area 125,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2016,2016-10-26,fall,DFO Area 125,California,N,0,NA,6,6
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2017,2017-01-31,winter,DFO Area 125,California,N,15,NA,0,15
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2020,2020-11-19,winter,DFO Area 125,California,N,18,NA,0,18
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2020,2020-12-22,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2021,2021-01-17,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2021,2021-02-27,winter,DFO Area 125,California,N,41,NA,5,46
Pacific,Bajo-SW Nootka,-126.834,49.618833,W,2021,2021-03-22,winter,DFO Area 125,California,N,226,NA,2,228
Pacific,Barrier Islands,-127.48754,50.003534,W,1976,1976-12-13,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,1984,1984-03-07,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,1984,1984-05-14,spring,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2005,2005-02-24,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2008,2008-10-05,fall,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2009,2009-02-09,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2009,2009-04-29,spring,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2010,2010-01-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2012,2012-10-19,fall,DFO Area 26,California,N,1,NA,0,1
Pacific,Barrier Islands,-127.48754,50.003534,W,2016,2016-10-26,fall,DFO Area 26,California,N,7,NA,0,7
Pacific,Barrier Islands,-127.48754,50.003534,W,2017,2017-01-31,winter,DFO Area 26,California,N,0,NA,1,1
Pacific,Barrier Islands,-127.48754,50.003534,W,2020,2020-11-19,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2020,2020-12-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2021,2021-01-17,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2021,2021-02-27,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Barrier Islands,-127.48754,50.003534,W,2021,2021-03-22,winter,DFO Area 26,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,1971,1971-12-09,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,1976,1976-12-14,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2008,2008-10-05,fall,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2009,2009-04-28,spring,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2009,2009-12-10,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2010,2010-01-22,winter,DFO Area 127,California,N,4,NA,0,4
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2012,2012-10-19,fall,DFO Area 127,California,N,1,NA,0,1
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2016,2016-10-26,fall,DFO Area 127,California,N,2,NA,0,2
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2017,2017-01-31,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2020,2020-11-19,winter,DFO Area 127,California,N,13,NA,0,13
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2020,2020-12-22,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2021,2021-01-17,winter,DFO Area 127,California,N,1,NA,0,1
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2021,2021-02-27,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Beresford-Maggot,-128.779333,50.80183,W,2021,2021-03-22,winter,DFO Area 127,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2010,2010-01-22,winter,DFO Area 24,California,N,110,NA,498,608
Pacific,Berryman Point,-125.679883,49.15595,W,2012,2012-10-25,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2016,2016-10-30,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2017,2017-01-31,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2020,2020-11-19,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2020,2020-12-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Berryman Point,-125.679883,49.15595,W,2021,ns,winter,DFO Area 24,California,N,NA,NA,NA,NA
Pacific,Cape Scott,-128.42157,50.78489,W,1976,1976-12-14,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,1984,1984-03-07,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2005,2005-02-24,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2008,2008-10-05,fall,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2009,2009-02-08,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2009,2009-04-28,spring,DFO Area 12,California,N,1,NA,0,1
Pacific,Cape Scott,-128.42157,50.78489,W,2009,2009-12-10,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2010,2010-01-22,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2012,2012-10-19,fall,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2016,2016-10-26,fall,DFO Area 12,California,N,1,NA,0,1
Pacific,Cape Scott,-128.42157,50.78489,W,2017,2017-01-31,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2020,2020-11-19,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2020,2020-12-22,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2021,2021-01-17,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2021,2021-02-27,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Cape Scott,-128.42157,50.78489,W,2021,2021-03-22,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1971,1971-12-07,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1972,1972-02-25,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1976,1976-12-13,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1984,1984-02-16,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1984,1984-10-15,fall,DFO Area 21,California,N,5,NA,0,5
Pacific,Carmanah Point,-124.75918,48.611395,W,1984,1984-12-05,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1985,1985-01-08,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1985,1985-02-20,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1985,1985-03-29,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1985,1985-04-30,spring,DFO Area 21,California,N,8,NA,0,8
Pacific,Carmanah Point,-124.75918,48.611395,W,1985,1985-05-31,spring,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1986,1986-02-27,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1987,1987-02-18,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1988,1988-02-18,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1989,1989-02-23,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1990,1990-02-21,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1991,1991-02-22,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1992,1992-02-27,winter,DFO Area 21,California,N,24,NA,0,24
Pacific,Carmanah Point,-124.75918,48.611395,W,1994,1994-02-21,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1997,1997-02-20,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1998,1998-02-19,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1999,1999-03-05,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,1999,1999-04-06,spring,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2000,2000-02-25,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2002,2002-02-25,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2002,2002-04-03,spring,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2003,2003-02-11,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2004,2004-02-11,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2005,2005-02-24,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2005,2005-03-03,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2008,2008-09-30,fall,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2009,2009-02-09,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2009,2009-04-29,spring,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2012,2012-10-25,fall,DFO Area 21,California,N,17,NA,0,17
Pacific,Carmanah Point,-124.75918,48.611395,W,2016,2016-10-30,fall,DFO Area 21,California,N,2,NA,8,10
Pacific,Carmanah Point,-124.75918,48.611395,W,2017,2017-02-04,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2020,2020-11-21,winter,DFO Area 21,California,N,140,NA,1,141
Pacific,Carmanah Point,-124.75918,48.611395,W,2020,2020-12-24,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2021,2021-01-19,winter,DFO Area 21,California,N,7,NA,0,7
Pacific,Carmanah Point,-124.75918,48.611395,W,2021,2021-02-24,winter,DFO Area 21,California,N,0,NA,0,0
Pacific,Carmanah Point,-124.75918,48.611395,W,2021,2021-03-22,winter,DFO Area 21,California,N,1,NA,0,1
Pacific,Chup Point,-125.030317,48.955067,W,1982,1982-02-22,winter,DFO Area 23,California,N,35,NA,0,35
Pacific,Chup Point,-125.030317,48.955067,W,1985,1985-02-20,winter,DFO Area 23,California,N,92,NA,0,92
Pacific,Chup Point,-125.030317,48.955067,W,1990,1990-02-21,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Chup Point,-125.030317,48.955067,W,2010,ns,winter,DFO Area 23,California,N,NA,NA,NA,NA
Pacific,Chup Point,-125.030317,48.955067,W,2012,ns,fall,DFO Area 23,California,N,NA,NA,NA,NA
Pacific,Chup Point,-125.030317,48.955067,W,2016,ns,fall,DFO Area 23,California,N,NA,NA,NA,NA
Pacific,Chup Point,-125.030317,48.955067,W,2017,ns,winter,DFO Area 23,California,N,NA,NA,NA,NA
Pacific,Chup Point,-125.030317,48.955067,W,2020,2020-11-21,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Chup Point,-125.030317,48.955067,W,2020,2020-12-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Chup Point,-125.030317,48.955067,W,2021,2021-01-19,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Chup Point,-125.030317,48.955067,W,2021,2021-02-24,winter,DFO Area 23,California,N,56,NA,2,58
Pacific,Chup Point,-125.030317,48.955067,W,2021,2021-03-22,winter,DFO Area 23,California,N,37,NA,0,37
Pacific,Effingham Inlet,-125.186009,48.984001,W,1982,1982-02-22,winter,DFO Area 23,California,N,25,NA,0,25
Pacific,Effingham Inlet,-125.186009,48.984001,W,1984,1984-02-16,winter,DFO Area 23,California,N,0,NA,20,20
Pacific,Effingham Inlet,-125.186009,48.984001,W,1984,1984-10-15,fall,DFO Area 23,California,N,0,NA,0,0
Pacific,Effingham Inlet,-125.186009,48.984001,W,1985,1985-03-29,winter,DFO Area 23,California,N,0,NA,83,83
Pacific,Effingham Inlet,-125.186009,48.984001,W,1985,1985-05-31,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Effingham Inlet,-125.186009,48.984001,W,1989,1989-02-23,winter,DFO Area 23,California,N,0,NA,3,3
Pacific,Effingham Inlet,-125.186009,48.984001,W,1990,1990-02-21,winter,DFO Area 23,California,N,19,NA,0,19
Pacific,Effingham Inlet,-125.186009,48.984001,W,1992,1992-02-27,winter,DFO Area 23,California,N,28,NA,0,28
Pacific,Effingham Inlet,-125.186009,48.984001,W,1999,1999-03-05,winter,DFO Area 23,California,N,0,NA,30,30
Pacific,Effingham Inlet,-125.186009,48.984001,W,1999,1999-04-06,spring,DFO Area 23,California,N,188,NA,0,188
Pacific,Effingham Inlet,-125.186009,48.984001,W,2002,2002-02-25,winter,DFO Area 23,California,N,30,NA,0,30
Pacific,Effingham Inlet,-125.186009,48.984001,W,2002,2002-04-03,spring,DFO Area 23,California,N,0,NA,1,1
Pacific,Escalante Point,-126.573667,49.547333,W,1976,1976-12-13,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,1984,1984-02-16,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,1984,1984-05-14,spring,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,1998,1998-03-03,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2003,2003-02-12,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2005,2005-02-24,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2009,2009-02-09,winter,DFO Area 25,California,N,2,NA,0,2
Pacific,Escalante Point,-126.573667,49.547333,W,2010,2010-01-22,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2012,2012-10-19,fall,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2016,2016-10-26,fall,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2017,2017-01-31,winter,DFO Area 25,California,N,0,NA,3,3
Pacific,Escalante Point,-126.573667,49.547333,W,2020,2020-11-19,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2020,2020-12-22,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2021,2021-01-17,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2021,2021-02-27,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Escalante Point,-126.573667,49.547333,W,2021,2021-03-22,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Esperanza Inlet,-126.93044,49.86441,W,1998,1998-03-03,winter,DFO Area 25,California,N,0,NA,6,6
Pacific,Esperanza Inlet,-126.93044,49.86441,W,2010,ns,winter,DFO Area 25,California,N,NA,NA,NA,NA
Pacific,Esperanza Inlet,-126.93044,49.86441,W,2012,ns,fall,DFO Area 25,California,N,NA,NA,NA,NA
Pacific,Esperanza Inlet,-126.93044,49.86441,W,2016,2016-10-26,fall,DFO Area 25,California,N,11,NA,0,11
Pacific,Esperanza Inlet,-126.93044,49.86441,W,2017,2017-01-31,winter,DFO Area 25,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,1971,1971-12-07,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,1976,1976-12-13,winter,DFO Area 125,California,N,1,NA,0,1
Pacific,Ferrer Point,-126.98265,49.74822,W,1984,1984-02-16,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,1984,1984-03-07,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,1984,1984-05-14,spring,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,1998,1998-03-03,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2005,2005-02-24,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2008,2008-10-05,fall,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2009,2009-04-29,spring,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2010,2010-01-22,winter,DFO Area 125,California,N,1,NA,0,1
Pacific,Ferrer Point,-126.98265,49.74822,W,2012,2012-10-19,fall,DFO Area 125,California,N,1,NA,0,1
Pacific,Ferrer Point,-126.98265,49.74822,W,2016,2016-10-26,fall,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2017,2017-01-31,winter,DFO Area 125,California,N,0,NA,7,7
Pacific,Ferrer Point,-126.98265,49.74822,W,2020,2020-11-19,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2020,2020-12-22,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2021,2021-01-17,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2021,2021-02-27,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Ferrer Point,-126.98265,49.74822,W,2021,2021-03-22,winter,DFO Area 125,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1971,1971-12-07,winter,DFO Area 23,California,N,190,NA,0,190
Pacific,Folger-Leach,-125.244167,48.828667,W,1972,1972-02-25,winter,DFO Area 23,California,N,387,NA,0,387
Pacific,Folger-Leach,-125.244167,48.828667,W,1976,1976-12-13,winter,DFO Area 23,California,N,152,NA,0,152
Pacific,Folger-Leach,-125.244167,48.828667,W,1982,1982-02-22,winter,DFO Area 23,California,N,12,NA,0,12
Pacific,Folger-Leach,-125.244167,48.828667,W,1982,1982-10-04,spring,DFO Area 23,California,N,150,NA,0,150
Pacific,Folger-Leach,-125.244167,48.828667,W,1984,1984-02-16,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1984,1984-10-15,fall,DFO Area 23,California,N,241,NA,0,241
Pacific,Folger-Leach,-125.244167,48.828667,W,1984,1984-12-05,winter,DFO Area 23,California,N,2,NA,0,2
Pacific,Folger-Leach,-125.244167,48.828667,W,1985,1985-01-08,winter,DFO Area 23,California,N,0,NA,20,20
Pacific,Folger-Leach,-125.244167,48.828667,W,1985,1985-02-20,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1985,1985-03-29,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1985,1985-04-30,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1985,1985-05-31,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1986,1986-02-27,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1988,1988-02-18,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1989,1989-02-23,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1990,1990-02-21,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1997,1997-02-20,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1998,1998-02-19,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1999,1999-03-05,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,1999,1999-04-06,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,2000,2000-02-25,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,2002,2002-02-25,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,2002,2002-04-03,spring,DFO Area 23,California,N,0,NA,20,20
Pacific,Folger-Leach,-125.244167,48.828667,W,2003,2003-02-11,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Folger-Leach,-125.244167,48.828667,W,2004,2004-02-11,winter,DFO Area 23,California,N,44,NA,0,44
Pacific,Folger-Leach,-125.244167,48.828667,W,2005,2005-02-24,winter,DFO Area 23,California,N,291,NA,0,291
Pacific,Folger-Leach,-125.244167,48.828667,W,2005,2005-03-03,winter,DFO Area 23,California,N,100,NA,0,100
Pacific,Folger-Leach,-125.244167,48.828667,W,2008,2008-09-30,fall,DFO Area 23,California,N,1377,NA,0,1377
