"Region","Site","Longitude","Latitude","SiteType","Year","Survey_Date","Season","DFOArea","Species","Inferred","NonPup","Swimmers","Total","Survey_Month","Present","year_group"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1982,"1982-10-04","spring","23","California",0,150,0,150,"10",TRUE,"[1980,1985)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1984,"1984-02-16","winter","23","California",0,0,0,0,"02",FALSE,"[1980,1985)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1984,"1984-10-15","fall","23","California",0,241,0,241,"10",TRUE,"[1980,1985)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1984,"1984-12-05","winter","23","California",0,2,0,2,"12",TRUE,"[1980,1985)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1985,"1985-01-08","winter","23","California",0,0,20,20,"01",TRUE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1985,"1985-02-20","winter","23","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1985,"1985-03-29","winter","23","California",0,0,0,0,"03",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1985,"1985-04-30","spring","23","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1985,"1985-05-31","spring","23","California",0,0,0,0,"05",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1986,"1986-02-27","winter","23","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1987,"1987-02-23","winter","23","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1988,"1988-02-18","winter","23","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1989,"1989-02-23","winter","23","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1990,"1990-02-21","winter","23","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1997,"1997-02-20","winter","23","California",0,0,0,0,"02",FALSE,"[1995,2000)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1998,"1998-02-19","winter","23","California",0,0,0,0,"02",FALSE,"[1995,2000)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1999,"1999-03-05","winter","23","California",0,0,0,0,"03",FALSE,"[1995,2000)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",1999,"1999-04-06","spring","23","California",0,0,0,0,"04",FALSE,"[1995,2000)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2000,"2000-02-25","winter","23","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2002,"2002-02-25","winter","23","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2002,"2002-04-03","spring","23","California",0,0,20,20,"04",TRUE,"[2000,2005)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2003,"2003-02-11","winter","23","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2004,"2004-02-11","winter","23","California",0,44,0,44,"02",TRUE,"[2000,2005)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2005,"2005-02-24","winter","23","California",0,291,0,291,"02",TRUE,"[2005,2010)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2005,"2005-03-03","winter","23","California",0,100,0,100,"03",TRUE,"[2005,2010)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2008,"2008-09-30","fall","23","California",0,1377,0,1377,"09",TRUE,"[2005,2010)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2009,"2009-02-09","winter","23","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2009,"2009-04-29","spring","23","California",0,1,0,1,"04",TRUE,"[2005,2010)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2010,"2010-01-22","winter","23","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2012,"2012-10-25","fall","23","California",0,3562,0,3562,"10",TRUE,"[2010,2015)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2016,"2016-10-30","fall","23","California",0,1522,0,1522,"10",TRUE,"[2015,2020)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2017,"2017-02-04","winter","23","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2020,"2020-11-21","winter","23","California",0,269,0,269,"11",TRUE,"[2020,2025]"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2020,"2020-12-24","winter","23","California",0,41,0,41,"12",TRUE,"[2020,2025]"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2021,"2021-01-19","winter","23","California",0,15,0,15,"01",TRUE,"[2020,2025]"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2021,"2021-02-24","winter","23","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","Folger-Leach",-125.244167,48.828667,"W",2021,"2021-03-23","winter","23","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",1998,"1998-02-19","winter","23","California",0,115,0,115,"02",TRUE,"[1995,2000)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",1999,"1999-03-05","winter","23","California",0,400,0,400,"03",TRUE,"[1995,2000)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",1999,"1999-04-06","spring","23","California",0,708,0,708,"04",TRUE,"[1995,2000)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2000,"2000-02-25","winter","23","California",0,138,0,138,"02",TRUE,"[2000,2005)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2002,"2002-02-25","winter","23","California",0,295,0,295,"02",TRUE,"[2000,2005)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2002,"2002-04-03","spring","23","California",0,100,0,100,"04",TRUE,"[2000,2005)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2003,"2003-02-11","winter","23","California",0,60,0,60,"02",TRUE,"[2000,2005)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2004,"2004-02-11","winter","23","California",0,70,0,70,"02",TRUE,"[2000,2005)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2005,"2005-02-24","winter","23","California",0,40,0,40,"02",TRUE,"[2005,2010)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2005,"2005-03-03","winter","23","California",0,90,0,90,"03",TRUE,"[2005,2010)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2010,"2010-01-22","winter","23","California",0,13,0,13,"01",TRUE,"[2010,2015)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2012,"2012-10-25","fall","23","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2016,"2016-10-26","fall","23","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2017,"2017-02-04","winter","23","California",0,376,6,382,"02",TRUE,"[2015,2020)"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2020,"2020-11-19","winter","23","California",0,322,0,322,"11",TRUE,"[2020,2025]"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2020,"2020-12-22","winter","23","California",0,132,0,132,"12",TRUE,"[2020,2025]"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2021,"2021-01-17","winter","23","California",0,294,0,294,"01",TRUE,"[2020,2025]"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2021,"2021-02-24","winter","23","California",0,623,1,624,"02",TRUE,"[2020,2025]"
"Pacific","George Fraser Islands",-125.514333,48.9125,"W",2021,"2021-03-22","winter","23","California",0,210,0,210,"03",TRUE,"[2020,2025]"
"Pacific","Gore Island",-126.392667,49.655,"W",2003,"2003-02-12","winter","25","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1971,"1971-12-07","winter","12","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1976,"1976-12-13","winter","12","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1984,"1984-02-16","winter","12","California",0,0,0,0,"02",FALSE,"[1980,1985)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1984,"1984-05-14","spring","12","California",0,0,0,0,"05",FALSE,"[1980,1985)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1984,"1984-10-15","fall","12","California",0,0,0,0,"10",FALSE,"[1980,1985)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1984,"1984-12-05","winter","12","California",0,1,0,1,"12",TRUE,"[1980,1985)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1985,"1985-01-08","winter","12","California",0,1,0,1,"01",TRUE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1985,"1985-02-20","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1985,"1985-04-03","spring","12","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1985,"1985-04-30","spring","12","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1985,"1985-05-31","spring","12","California",0,1,0,1,"05",TRUE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1986,"1986-02-28","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1987,"1987-02-23","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1988,"1988-02-18","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1989,"1989-02-23","winter","12","California",0,4,0,4,"02",TRUE,"[1985,1990)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1990,"1990-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1991,"1991-02-22","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1992,"1992-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1994,"1994-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1997,"1997-02-20","winter","12","California",0,0,0,0,"02",FALSE,"[1995,2000)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1998,"1998-02-19","winter","12","California",0,0,0,0,"02",FALSE,"[1995,2000)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1999,"1999-03-05","winter","12","California",0,0,0,0,"03",FALSE,"[1995,2000)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",1999,"1999-04-06","spring","12","California",0,0,0,0,"04",FALSE,"[1995,2000)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2000,"2000-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2002,"2002-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2002,"2002-04-03","spring","12","California",0,0,0,0,"04",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2003,"2003-02-11","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2004,"2004-02-11","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2005,"2005-02-24","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2005,"2005-03-03","winter","12","California",0,0,0,0,"03",FALSE,"[2005,2010)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2008,"2008-10-05","fall","12","California",0,0,0,0,"10",FALSE,"[2005,2010)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2009,"2009-02-09","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2009,"2009-04-29","spring","12","California",0,1,0,1,"04",TRUE,"[2005,2010)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2010,"2010-01-22","winter","12","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2012,"2012-10-25","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2016,"2016-10-26","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2017,"2017-02-04","winter","12","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2020,"2020-11-19","winter","12","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2020,"2020-12-22","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2021,"2021-01-17","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2021,"2021-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","Long Beach Rocks",-125.720114,49.038866,"W",2021,"2021-03-22","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1976,"1976-12-13","winter","12","California",0,2,0,2,"12",TRUE,"[1975,1980)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1982,"1982-02-22","winter","12","California",0,0,0,0,"02",FALSE,"[1980,1985)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1984,"1984-10-15","fall","12","California",0,0,0,0,"10",FALSE,"[1980,1985)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1984,"1984-12-05","winter","12","California",0,0,0,0,"12",FALSE,"[1980,1985)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1985,"1985-01-08","winter","12","California",0,0,0,0,"01",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1985,"1985-02-20","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1985,"1985-04-30","spring","12","California",0,0,0,0,"04",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1985,"1985-05-31","spring","12","California",0,0,0,0,"05",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1986,"1986-02-28","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1987,"1987-02-23","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1988,"1988-02-18","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1989,"1989-02-23","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1990,"1990-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1991,"1991-02-22","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1992,"1992-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1994,"1994-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1999,"1999-03-05","winter","12","California",0,0,0,0,"03",FALSE,"[1995,2000)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",1999,"1999-04-06","spring","12","California",0,0,0,0,"04",FALSE,"[1995,2000)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2000,"2000-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2002,"2002-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2002,"2002-04-03","spring","12","California",0,0,0,0,"04",FALSE,"[2000,2005)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2003,"2003-02-11","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2004,"2004-02-11","winter","12","California",0,0,0,0,"02",FALSE,"[2000,2005)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2005,"2005-02-24","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2005,"2005-03-03","winter","12","California",0,0,0,0,"03",FALSE,"[2005,2010)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2008,"2008-09-30","fall","12","California",0,0,0,0,"09",FALSE,"[2005,2010)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2009,"2009-02-09","winter","12","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2009,"2009-04-29","spring","12","California",0,2,0,2,"04",TRUE,"[2005,2010)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2010,"2010-01-22","winter","12","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2012,"2012-10-25","fall","12","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2016,"2016-10-30","fall","12","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2017,"2017-02-04","winter","12","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2020,"2020-11-21","winter","12","California",0,1,0,1,"11",TRUE,"[2020,2025]"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2020,"2020-12-24","winter","12","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2021,"2021-01-19","winter","12","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2021,"2021-02-24","winter","12","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","Mara-Starlight",-125.478833,48.875001,"W",2021,"2021-03-23","winter","12","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2009,"2009-02-08","winter","11","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2012,"2012-10-21","fall","11","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2016,"2016-10-26","fall","11","California",0,2,0,2,"10",TRUE,"[2015,2020)"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2017,"2017-02-04","winter","11","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2020,"2020-11-19","winter","11","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2020,"2020-12-22","winter","11","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2021,"2021-01-17","winter","11","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2021,"2021-02-27","winter","11","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","N Cox Island",-128.60171,50.81794,"W",2021,"2021-03-22","winter","11","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2009,"2009-02-09","winter","21","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2012,"2012-10-25","fall","21","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2016,"2016-10-30","fall","21","California",0,0,69,69,"10",TRUE,"[2015,2020)"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2017,"2017-02-04","winter","21","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2020,"2020-11-21","winter","21","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2020,"2020-12-24","winter","21","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2021,"2021-01-19","winter","21","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2021,"2021-02-24","winter","21","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","Nitinat Bar Reefs",-124.854147,48.667485,"W",2021,"2021-03-23","winter","21","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",1971,"1971-12-07","winter","26","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",1976,"1976-12-13","winter","26","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",1984,"1984-03-07","winter","26","California",0,0,0,0,"03",FALSE,"[1980,1985)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",1984,"1984-05-14","spring","26","California",0,0,0,0,"05",FALSE,"[1980,1985)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2005,"2005-02-24","winter","26","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2008,"2008-10-05","fall","26","California",0,0,0,0,"10",FALSE,"[2005,2010)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2009,"2009-02-09","winter","26","California",0,0,0,0,"02",FALSE,"[2005,2010)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2009,"2009-04-29","spring","26","California",0,0,0,0,"04",FALSE,"[2005,2010)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2010,"2010-01-22","winter","26","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2012,"2012-10-19","fall","26","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2016,"2016-10-26","fall","26","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2017,"2017-01-31","winter","26","California",0,0,0,0,"01",FALSE,"[2015,2020)"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2020,"2020-11-19","winter","26","California",0,0,0,0,"11",FALSE,"[2020,2025]"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2020,"2020-12-22","winter","26","California",0,0,0,0,"12",FALSE,"[2020,2025]"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2021,"2021-01-17","winter","26","California",0,0,0,0,"01",FALSE,"[2020,2025]"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2021,"2021-02-27","winter","26","California",0,0,0,0,"02",FALSE,"[2020,2025]"
"Pacific","O'Leary Islets",-127.646167,50.102333,"W",2021,"2021-03-22","winter","26","California",0,0,0,0,"03",FALSE,"[2020,2025]"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1971,"1971-12-07","winter","12","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1972,"1972-02-25","winter","12","California",0,0,0,0,"02",FALSE,"[1970,1975)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1976,"1976-12-13","winter","12","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1984,"1984-02-16","winter","12","California",0,0,0,0,"02",FALSE,"[1980,1985)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1984,"1984-10-15","fall","12","California",0,0,0,0,"10",FALSE,"[1980,1985)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1984,"1984-12-05","winter","12","California",0,0,0,0,"12",FALSE,"[1980,1985)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1985,"1985-01-08","winter","12","California",0,0,0,0,"01",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1985,"1985-02-20","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1985,"1985-03-29","winter","12","California",0,0,0,0,"03",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1985,"1985-04-30","spring","12","California",0,1,0,1,"04",TRUE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1985,"1985-05-31","spring","12","California",0,0,0,0,"05",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1986,"1986-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1987,"1987-02-18","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1988,"1988-02-18","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1989,"1989-02-23","winter","12","California",0,0,0,0,"02",FALSE,"[1985,1990)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1990,"1990-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1991,"1991-02-22","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1992,"1992-02-27","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
"Pacific","Pachena Point",-125.105894,48.724931,"W",1994,"1994-02-21","winter","12","California",0,0,0,0,"02",FALSE,"[1990,1995)"
