"Region","Site","Longitude","Latitude","SiteType","Year","Survey_Date","Season","DFOArea","Species","Inferred","NonPup","Swimmers","Total","Survey_Month","Present","year_group"
"Northern BC","Airacobra Rock",-128.2198,51.75905,"W",2010,"2010-01-22","winter","07","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Airacobra Rock",-128.2198,51.75905,"W",2012,"2012-10-19","fall","07","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Airacobra Rock",-128.2198,51.75905,"W",2016,"2016-10-27","fall","07","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Airacobra Rock",-128.2198,51.75905,"W",2017,"2017-02-01","winter","07","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Anthony Island",-131.229683,52.081117,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Anthony Island",-131.229683,52.081117,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Anthony Island",-131.229683,52.081117,"W",2016,"2016-10-28","fall","02","California",0,39,7,46,"10",TRUE,"[2015,2020)"
"Northern BC","Anthony Island",-131.229683,52.081117,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Ashdown Island",-129.21027,53.04574,"W",1976,"1976-12-14","winter","06","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Ashdown Island",-129.21027,53.04574,"W",2010,"2010-01-23","winter","06","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Ashdown Island",-129.21027,53.04574,"W",2012,"2012-10-20","fall","06","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Ashdown Island",-129.21027,53.04574,"W",2016,"2016-10-29","fall","06","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Ashdown Island",-129.21027,53.04574,"W",2017,"2017-02-01","winter","06","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Blenheim Island",-128.25116,51.78027,"W",1976,"1976-12-14","winter","07","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Blenheim Island",-128.25116,51.78027,"W",2010,"2010-01-22","winter","07","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Blenheim Island",-128.25116,51.78027,"W",2012,"2012-10-19","fall","07","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Blenheim Island",-128.25116,51.78027,"W",2016,"2016-10-27","fall","07","California",0,2,0,2,"10",TRUE,"[2015,2020)"
"Northern BC","Blenheim Island",-128.25116,51.78027,"W",2017,"2017-02-01","winter","07","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",1971,"1971-12-10","winter","05","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",1976,"1976-12-17","winter","05","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",2010,"2010-01-23","winter","05","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",2012,"2012-10-21","fall","05","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",2016,"2016-10-27","fall","05","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Bonilla Island",-130.6151,53.46567,"W",2017,"2017-02-01","winter","05","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Cape George Rocks",-130.670717,53.83967,"W",2010,"2010-01-23","winter","05","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Cape George Rocks",-130.670717,53.83967,"W",2012,"2012-10-21","fall","05","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Cape George Rocks",-130.670717,53.83967,"W",2016,"2016-10-27","fall","05","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Cape George Rocks",-130.670717,53.83967,"W",2017,"2017-02-01","winter","05","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Cape Naden",-132.596319,54.127634,"W",2009,"2009-01-21","winter","01","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Cape Naden",-132.596319,54.127634,"W",2012,"2012-10-20","fall","01","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Cape Naden",-132.596319,54.127634,"W",2016,"2016-10-28","fall","01","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Cape Naden",-132.596319,54.127634,"W",2017,"2017-02-01","winter","01","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",1971,"1971-12-12","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",1976,"1976-12-17","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",2009,"2009-01-20","winter","02","California",0,54,0,54,"01",TRUE,"[2005,2010)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Cape St James",-131.001183,51.926481,"W",2017,"2017-02-02","winter","02","California",0,34,0,34,"02",TRUE,"[2015,2020)"
"Northern BC","Chearnley-Connel",-130.9865,54.44132,"W",1976,"1976-12-15","winter","04","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Chearnley-Connel",-130.9865,54.44132,"W",2010,"2010-01-23","winter","04","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Chearnley-Connel",-130.9865,54.44132,"W",2012,"2012-10-20","fall","04","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Chearnley-Connel",-130.9865,54.44132,"W",2016,"2016-10-27","fall","04","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Chearnley-Connel",-130.9865,54.44132,"W",2017,"2017-02-01","winter","04","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Cone Head",-132.721167,53.376167,"W",1976,"1976-12-16","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Cone Head",-132.721167,53.376167,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Cone Head",-132.721167,53.376167,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Cone Head",-132.721167,53.376167,"W",2017,"2017-02-01","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Cumshewa",-131.579734,53.011191,"W",2009,"2009-01-22","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Cumshewa",-131.579734,53.011191,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Cumshewa",-131.579734,53.011191,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Dugout Rocks",-127.807877,51.36703,"W",2010,"2010-01-22","winter","09","California",0,62,0,62,"01",TRUE,"[2010,2015)"
"Northern BC","Dugout Rocks",-127.807877,51.36703,"W",2012,"2012-10-19","fall","09","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Dugout Rocks",-127.807877,51.36703,"W",2016,"2016-10-27","fall","09","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Dugout Rocks",-127.807877,51.36703,"W",2017,"2017-02-01","winter","09","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Garcin Rocks",-130.966136,52.208589,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Garcin Rocks",-130.966136,52.208589,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Garcin Rocks",-130.966136,52.208589,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Garcin Rocks",-130.966136,52.208589,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",1971,"1971-12-09","winter","07","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",1976,"1976-12-14","winter","07","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",2010,"2010-01-22","winter","07","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",2012,"2012-10-19","fall","07","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",2016,"2016-10-27","fall","07","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Gosling Rocks",-128.45748,51.85131,"W",2017,"2017-02-01","winter","07","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Helmet Island",-131.663883,52.815551,"W",2009,"2009-01-22","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Helmet Island",-131.663883,52.815551,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Helmet Island",-131.663883,52.815551,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Helmet Island",-131.663883,52.815551,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",1971,"1971-12-10","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",1976,"1976-12-16","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",2009,"2009-01-21","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",2016,"2016-10-28","fall","02","California",0,1,0,1,"10",TRUE,"[2015,2020)"
"Northern BC","Hippa Island",-133.0095,53.552167,"W",2017,"2017-02-01","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",1971,"1971-12-10","winter","10","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",1976,"1976-12-17","winter","10","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",2010,"2010-01-23","winter","10","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",2012,"2012-10-20","fall","10","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",2016,"2016-10-27","fall","10","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Isnor-McKenney",-129.52799,52.73582,"W",2017,"2017-02-01","winter","10","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Joseph Island",-130.04245,53.14445,"W",2010,"2010-01-23","winter","10","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Joseph Island",-130.04245,53.14445,"W",2012,"2012-10-20","fall","10","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Joseph Island",-130.04245,53.14445,"W",2016,"2016-10-27","fall","10","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Joseph Island",-130.04245,53.14445,"W",2017,"2017-02-01","winter","10","California",0,1,0,1,"02",TRUE,"[2015,2020)"
"Northern BC","Joseph Rocks",-133.13698,53.813442,"W",1976,"1976-12-16","winter","01","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Joseph Rocks",-133.13698,53.813442,"W",2009,"2009-01-21","winter","01","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Joseph Rocks",-133.13698,53.813442,"W",2012,"2012-10-20","fall","01","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Joseph Rocks",-133.13698,53.813442,"W",2016,"2016-10-28","fall","01","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Joseph Rocks",-133.13698,53.813442,"W",2017,"2017-02-01","winter","01","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Joyce Rocks",-131.139089,52.336751,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Joyce Rocks",-131.139089,52.336751,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Juan Perez Sound",-131.400261,52.485638,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Kindakun",-132.7568,53.33111,"W",2009,"2009-01-21","winter","02","California",0,1,0,1,"01",TRUE,"[2005,2010)"
"Northern BC","Kindakun",-132.7568,53.33111,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Kindakun",-132.7568,53.33111,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Kindakun",-132.7568,53.33111,"W",2017,"2017-02-02","winter","02","California",0,1,0,1,"02",TRUE,"[2015,2020)"
"Northern BC","Kootenay Inlet",-132.25935,52.857117,"W",2009,"2009-01-20","winter","02","California",0,1,0,1,"01",TRUE,"[2005,2010)"
"Northern BC","Kootenay Inlet",-132.25935,52.857117,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Kootenay Inlet",-132.25935,52.857117,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Kootenay Inlet",-132.25935,52.857117,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",1971,"1971-12-10","winter","01","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",1976,"1976-12-16","winter","01","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",2009,"2009-01-21","winter","01","California",0,4,0,4,"01",TRUE,"[2005,2010)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",2012,"2012-10-20","fall","01","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",2016,"2016-10-28","fall","01","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Langara Island",-133.014667,54.2605,"W",2017,"2017-02-01","winter","01","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Lindsay Rocks",-129.25122,52.57021,"W",2010,"2010-01-22","winter","10","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Lindsay Rocks",-129.25122,52.57021,"W",2012,"2012-10-20","fall","10","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Lindsay Rocks",-129.25122,52.57021,"W",2016,"2016-10-27","fall","10","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Lindsay Rocks",-129.25122,52.57021,"W",2017,"2017-02-01","winter","10","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",1971,"1971-12-10","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",1976,"1976-12-16","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",2009,"2009-01-21","winter","02","California",0,1,0,1,"01",TRUE,"[2005,2010)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Marble Island",-132.651833,53.204667,"W",2017,"2017-02-02","winter","02","California",0,5,0,5,"02",TRUE,"[2015,2020)"
"Northern BC","McDonald Island",-129.6955,52.979167,"W",1971,"1971-12-10","winter","06","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","McDonald Island",-129.6955,52.979167,"W",2010,"2010-01-23","winter","06","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","McDonald Island",-129.6955,52.979167,"W",2012,"2012-10-20","fall","06","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","McDonald Island",-129.6955,52.979167,"W",2016,"2016-10-27","fall","06","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","McDonald Island",-129.6955,52.979167,"W",2017,"2017-02-01","winter","06","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",1971,"1971-12-10","winter","07","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",1976,"1976-12-17","winter","07","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",2010,"2010-01-23","winter","07","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",2012,"2012-10-20","fall","07","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",2016,"2016-10-27","fall","07","California",0,1,0,1,"10",TRUE,"[2015,2020)"
"Northern BC","McInnes Island",-128.71926,52.25882,"W",2017,"2017-02-01","winter","07","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","McLean Fraser Point",-131.42875,52.21523,"W",1976,"1976-12-17","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","McLean Fraser Point",-131.42875,52.21523,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","McLean Fraser Point",-131.42875,52.21523,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","McLean Fraser Point",-131.42875,52.21523,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","McLean Fraser Point",-131.42875,52.21523,"W",2017,"2017-02-02","winter","02","California",0,4,0,4,"02",TRUE,"[2015,2020)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",1971,"1971-12-11","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",1976,"1976-12-17","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Moresby Islets",-132.350267,52.97,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","N Chads Point",-132.245377,52.814721,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","N Chads Point",-132.245377,52.814721,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","N Chads Point",-132.245377,52.814721,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Nangwai-Gowdas -Gowgaia",-131.607612,52.405445,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Nangwai-Gowdas -Gowgaia",-131.607612,52.405445,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Nangwai-Gowdas -Gowgaia",-131.607612,52.405445,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Nangwai-Gowdas -Gowgaia",-131.607612,52.405445,"W",2017,"2017-02-02","winter","02","California",0,12,6,18,"02",TRUE,"[2015,2020)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",1971,"1971-12-10","winter","10","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",1976,"1976-12-17","winter","10","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",2010,"2010-01-23","winter","10","California",0,1,0,1,"01",TRUE,"[2010,2015)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",2012,"2012-10-21","fall","10","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",2016,"2016-10-27","fall","10","California",0,1,0,1,"10",TRUE,"[2015,2020)"
"Northern BC","North Danger Rocks",-130.34491,53.25502,"W",2017,"2017-02-01","winter","10","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Northwest Rocks",-130.648333,53.548333,"W",2010,"2010-01-23","winter","05","California",0,1,0,1,"01",TRUE,"[2010,2015)"
"Northern BC","Northwest Rocks",-130.648333,53.548333,"W",2012,"2012-10-21","fall","05","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Northwest Rocks",-130.648333,53.548333,"W",2016,"2016-10-27","fall","05","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Northwest Rocks",-130.648333,53.548333,"W",2017,"2017-02-01","winter","05","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",1971,"1971-12-09","winter","10","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",1976,"1976-12-17","winter","10","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",2010,"2010-01-22","winter","10","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",2012,"2012-10-19","fall","10","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",2016,"2016-10-27","fall","10","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Pearl Rocks",-128.00535,51.36709,"W",2017,"2017-02-01","winter","10","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",1971,"1971-12-11","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",1976,"1976-12-17","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",2009,"2009-01-22","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Reef Island",-131.484334,52.871667,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Roland Rocks",-130.842385,54.166774,"W",2010,"2010-01-23","winter","04","California",0,0,0,0,"01",FALSE,"[2010,2015)"
"Northern BC","Roland Rocks",-130.842385,54.166774,"W",2012,"2012-10-21","fall","04","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Roland Rocks",-130.842385,54.166774,"W",2016,"2016-10-27","fall","04","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Roland Rocks",-130.842385,54.166774,"W",2017,"2017-02-01","winter","04","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",1971,"1971-12-10","winter","01","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",1976,"1976-12-16","winter","01","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",2009,"2009-01-21","winter","01","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",2012,"2012-10-20","fall","01","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",2016,"2016-10-28","fall","01","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Rose Spit",-131.613167,54.212334,"W",2017,"2017-02-01","winter","01","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","S Tasu Head",-132.075,52.702833,"W",1976,"1976-12-17","winter","02","California",0,0,0,0,"12",FALSE,"[1975,1980)"
"Northern BC","S Tasu Head",-132.075,52.702833,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","S Tasu Head",-132.075,52.702833,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","S Tasu Head",-132.075,52.702833,"W",2016,"2016-10-28","fall","02","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","S Tasu Head",-132.075,52.702833,"W",2017,"2017-02-02","winter","02","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Sadler Point",-133.115667,54.100167,"W",1971,"1971-12-10","winter","01","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Sadler Point",-133.115667,54.100167,"W",2009,"2009-01-21","winter","01","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Sadler Point",-133.115667,54.100167,"W",2012,"2012-10-20","fall","01","California",0,0,0,0,"10",FALSE,"[2010,2015)"
"Northern BC","Sadler Point",-133.115667,54.100167,"W",2016,"2016-10-28","fall","01","California",0,0,0,0,"10",FALSE,"[2015,2020)"
"Northern BC","Sadler Point",-133.115667,54.100167,"W",2017,"2017-02-01","winter","01","California",0,0,0,0,"02",FALSE,"[2015,2020)"
"Northern BC","Scudder Point",-131.233794,52.449573,"W",1971,"1971-12-11","winter","02","California",0,0,0,0,"12",FALSE,"[1970,1975)"
"Northern BC","Scudder Point",-131.233794,52.449573,"W",2009,"2009-01-20","winter","02","California",0,0,0,0,"01",FALSE,"[2005,2010)"
"Northern BC","Scudder Point",-131.233794,52.449573,"W",2012,"2012-10-20","fall","02","California",0,0,0,0,"10",FALSE,"[2010,2015)"
